Sentiment,Tweet
neutral,"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today."
negative,@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food
negative,@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue
positive,@JetBlue thank you very very much!! 
negative,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.
neutral,@JetBlue flight 462 to Boston delayed due to weather in Tampa?
negative,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies
neutral,@united Phone
negative,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund
positive,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me
positive,@SouthwestAir So far so good! http://t.co/16c9ex79Rk
neutral,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?
negative,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy
negative,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo
positive,"@SouthwestAir ok, gotcha! "
negative,@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.
neutral,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
negative,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
negative,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways
negative,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly"
negative,"@united in the process of purchasing ticket, when prices changed. unbelievable. #RipOffs #PriceDiscrimination"
negative,@SouthwestAir when you enter every contest for #DestinationDragons and lose :(
positive,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.
neutral,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/
negative,@JetBlue should i continue?
negative,@USAirways your service in Philly is unacceptable. Look into better service a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj
negative,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!"
negative,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines
negative,"@USAirways - the worst! Hold time crazy, agents horrible, no accountability! #USAIRsucks"
negative,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?
negative,@SouthwestAir  the agents werenot helpful told me I would have to pay 2chng even though I Tld them going2 bwi whch is part of trvl advsry
negative,@USAirways been at DCA at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! Absolutely worse experience!
negative,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.
positive,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!"
negative,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them
negative,@SouthwestAir Late Flightly you've always been Late Flight! Please get back to the old #SWA!!
negative,@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?
neutral,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24
negative,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.
negative,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc
negative,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
negative,@AmericanAir thanks to your attendant on flight for advising connect flight held.  Ran with kids and flight departed. Poor service at Miami
neutral,@JetBlue 1951 BOS to ORD
negative,@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?
negative,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.
negative,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time"""
neutral,@SouthwestAir is there anything I can do to get tickets for @Imaginedragons at @VinylVegas? It would mean so much to me #DestinationDragons
neutral,@SouthwestAir done
positive,@JetBlue Seems a few of my friends speak highly as well. Now we just need to find a decent priced way to go from YVR to SEA and overnight.
neutral,@SouthwestAir What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel
negative,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.
neutral,"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall"
negative,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF
positive,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA
negative,"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad"
positive,@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp @alynewton new fav airline
neutral,@AmericanAir well I'm flying @JetBlue instead - for free! Their credits actually work.
negative,"@united I cant go back to the airport, Im working, and wont have time.  Are you telling me there is seriously no other way?"
negative,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city
positive,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(
negative,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
neutral,@JetBlue When I checked yesterday it looked like it did. Did something change?
negative,@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace
negative,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.
neutral,@JetBlue @hanneslohmann cool
neutral,@AmericanAir any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?
positive,@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.
negative,@USAirways Can you advise on what's happening with departure delays from CLT?
negative,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area
positive,@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!
positive,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. 
negative,@USAirways @caterobbie if that link worked most of us could take care of ourselves  please contact your tech people to get that working
neutral,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 
negative,@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.
